,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status (Note),Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
2493,21_02_2493,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2021,2021-02
2494,21_02_2494,Private Car,TOYOTA,TOYOTA SUPRA,Petrol,2998,SALOON,A,-,1,"> 300,000 and <= 500,000",2019,2021-02
2495,21_02_2495,Private Car,MASERATI,LEVANTE GRANSPORT,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2019,2021-02
2496,21_02_2496,Private Car,VOLVO,XC60 B5 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-02
2497,21_02_2497,Private Car,AUDI,Q3 SPORTBACK 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-02
2498,21_02_2498,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2021,2021-02
2499,21_02_2499,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2014,2021-02
2500,21_02_2500,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2021,2021-02
2501,21_02_2501,Private Car,HONDA,ODYSSEY ABSOLUTE 20TH ANNIVERSARY,Petrol,2356,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015,2021-02
2502,21_02_2502,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020,2021-02
2503,21_02_2503,Private Car,MAZDA,CX-30 2.0 HIGH,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-02
2504,21_02_2504,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2021-02
2505,21_02_2505,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2021,2021-02
2506,21_02_2506,Private Car,B.M.W.,320IA TOURING SPORT (G21),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-02
2507,21_02_2507,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-02
2508,21_02_2508,Private Car,SUZUKI,HUSTLER 2WD CVT,Petrol,658,STATION WAGGON,A,-,3,"<= 150,000",2021,2021-02
2509,21_02_2509,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2021,2021-02
2510,21_02_2510,Private Car,SUBARU,XV 2.0I-S EYESIGHT AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2021,2021-02
2511,21_02_2511,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2021,2021-02
2512,21_02_2512,Private Car,MINI,MINI 5-DOOR ONE AUTOMATIC (F55),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-02
2513,21_02_2513,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-02
2514,21_02_2514,Private Car,HYUNDAI,IONIQ ELECTRIC,Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-02
2515,21_02_2515,Private Car,SUZUKI,HUSTLER 2WD CVT,Petrol,658,STATION WAGGON,A,-,3,"<= 150,000",2021,2021-02
2516,21_02_2516,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2021,2021-02
2517,21_02_2517,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2518,21_02_2518,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2519,21_02_2519,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2520,21_02_2520,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 300,000 and <= 500,000",2021,2021-02
2521,21_02_2521,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2522,21_02_2522,LGV,ISUZU,NPR75KJW-VI-C,Diesel,5193,TIPPER,E,5.5,5,"> 300,000 and <= 500,000",2021,2021-02
2523,21_02_2523,LGV,ISUZU,TFS87JD-VI-C-AT,Diesel,1898,PICK-UP,A,3.1,4,"> 150,000 and <= 300,000",2021,2021-02
2524,21_02_2524,LGV,HINO,300 SERIES XZC720R-WKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2525,21_02_2525,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2526,21_02_2526,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2527,21_02_2527,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2528,21_02_2528,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2529,21_02_2529,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2530,21_02_2530,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2531,21_02_2531,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2532,21_02_2532,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2533,21_02_2533,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2020,2021-02
2534,21_02_2534,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2535,21_02_2535,LGV,HYUNDAI,H-1 A/T 3-SEAT EURO 6 FACELIFT,Diesel,2497,VAN,A,3.18,2,"> 150,000 and <= 300,000",2020,2021-02
2536,21_02_2536,LGV,HINO,300 SERIES XZC710R-WKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2537,21_02_2537,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2538,21_02_2538,LGV,ISUZU,NPR75HJW-VI-C,Diesel,5193,HEARSE,E,5.5,5,"> 300,000 and <= 500,000",2020,2021-02
2539,21_02_2539,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2540,21_02_2540,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2541,21_02_2541,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2542,21_02_2542,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2543,21_02_2543,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 300,000 and <= 500,000",2021,2021-02
2544,21_02_2544,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,2021-02
2545,21_02_2545,LGV,MAN,TGE 6.180 4X2 SB,Diesel,1968,VAN,A,5.5,5,"> 300,000 and <= 500,000",2020,2021-02
2546,21_02_2546,LGV,ISUZU,NPR75HH-VI-C,Diesel,5193,DEMOUNTABLE,E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2547,21_02_2547,LGV,MERCEDES BENZ,119BT L FL,Diesel,2143,VAN,A,3.1,4,"> 300,000 and <= 500,000",2020,2021-02
2548,21_02_2548,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2549,21_02_2549,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2550,21_02_2550,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2551,21_02_2551,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2552,21_02_2552,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2553,21_02_2553,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2554,21_02_2554,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2555,21_02_2555,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2556,21_02_2556,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2557,21_02_2557,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2558,21_02_2558,LGV,SSANGYONG,MUSSO,Diesel,2157,PICK-UP,A,2.88,4,"> 150,000 and <= 300,000",2020,2021-02
2559,21_02_2559,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2560,21_02_2560,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2561,21_02_2561,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2020,2021-02
2562,21_02_2562,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2563,21_02_2563,LGV,ISUZU,TFS87JD-VI-C-AT,Diesel,1898,PICK-UP,A,3.1,4,"> 150,000 and <= 300,000",2021,2021-02
2564,21_02_2564,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2565,21_02_2565,LGV,MITSUBISHI FUSO,FEC71ER4SDAM,Diesel,2998,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2566,21_02_2566,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 300,000 and <= 500,000",2021,2021-02
2567,21_02_2567,LGV,SSANGYONG,MUSSO,Diesel,2157,PICK-UP,A,2.88,4,"> 150,000 and <= 300,000",2020,2021-02
2568,21_02_2568,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2569,21_02_2569,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2570,21_02_2570,LGV,KIA,SORENTO DIESEL V 2WD,Diesel,2151,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,2021-02
2571,21_02_2571,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2572,21_02_2572,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2573,21_02_2573,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2574,21_02_2574,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2575,21_02_2575,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2576,21_02_2576,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,5,"> 300,000 and <= 500,000",2020,2021-02
2577,21_02_2577,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,5,"> 300,000 and <= 500,000",2020,2021-02
2578,21_02_2578,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2579,21_02_2579,LGV,ISUZU,TFS87JD-VI-C-AT,Diesel,1898,PICK-UP,A,3.1,4,"> 150,000 and <= 300,000",2021,2021-02
2580,21_02_2580,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2581,21_02_2581,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON(TL),E,3.5,2,"> 150,000 and <= 300,000",2020,2021-02
2582,21_02_2582,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2583,21_02_2583,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2584,21_02_2584,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2021,2021-02
2585,21_02_2585,LGV,VOLKSWAGEN,TRANSPORTER BT TRADER DSG,Diesel,1968,VAN,A,3,5,"> 150,000 and <= 300,000",2019,2021-02
2586,21_02_2586,LGV,HYUNDAI,H-1 A/T 3-SEAT EURO 6 FACELIFT,Diesel,2497,VAN,A,3.18,2,"> 150,000 and <= 300,000",2020,2021-02
2587,21_02_2587,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2588,21_02_2588,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2589,21_02_2589,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2590,21_02_2590,LGV,HINO,300 SERIES XZC720R-WKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2591,21_02_2591,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2592,21_02_2592,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2593,21_02_2593,LGV,ISUZU,TFS87JD-VI-C-AT,Diesel,1898,PICK-UP,A,3.1,4,"> 150,000 and <= 300,000",2021,2021-02
2594,21_02_2594,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2595,21_02_2595,LGV,DFSK,EC35,Electric,-,Van (EX),A,2.51,1,"> 300,000 and <= 500,000",2020,2021-02
2596,21_02_2596,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2597,21_02_2597,LGV,PEUGEOT,EXPERT COMBI BLUEHDI 180 EAT8 L3,Diesel,1997,VAN,A,2.88,2,"> 150,000 and <= 300,000",2020,2021-02
2598,21_02_2598,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2599,21_02_2599,LGV,VOLKSWAGEN,TRANSPORTER R DSG,Diesel,1968,VAN,A,3.08,4,"> 300,000 and <= 500,000",2019,2021-02
2600,21_02_2600,LGV,ISUZU,TFS87JD-VI-C-AT,Diesel,1898,PICK-UP,A,3.1,4,"> 150,000 and <= 300,000",2021,2021-02
2601,21_02_2601,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2602,21_02_2602,LGV,VOLKSWAGEN,TRANSPORTER R DSG,Diesel,1968,VAN,A,3.08,4,"> 300,000 and <= 500,000",2019,2021-02
2603,21_02_2603,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2604,21_02_2604,LGV,ISUZU,NPR75KJWE-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,5,"> 300,000 and <= 500,000",2020,2021-02
2605,21_02_2605,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2606,21_02_2606,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2607,21_02_2607,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2021,2021-02
2608,21_02_2608,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2609,21_02_2609,LGV,JAC,HFC1073P71K1C2S,Diesel,2970,DROP SIDE PLATFORM,E,5.5,5,"> 150,000 and <= 300,000",2020,2021-02
2610,21_02_2610,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2611,21_02_2611,LGV,MITSUBISHI FUSO,FEB71ER3WDAM,Diesel,2998,PANTECHNICON,E,5.5,5,"> 300,000 and <= 500,000",2020,2021-02
2612,21_02_2612,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2613,21_02_2613,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2614,21_02_2614,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2615,21_02_2615,LGV,PEUGEOT,EXPERT COMBI BLUEHDI 180 EAT8 L3,Diesel,1997,VAN,A,2.88,5,"> 150,000 and <= 300,000",2020,2021-02
2616,21_02_2616,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2617,21_02_2617,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2618,21_02_2618,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2619,21_02_2619,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2620,21_02_2620,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2621,21_02_2621,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2622,21_02_2622,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2623,21_02_2623,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2624,21_02_2624,LGV,KIA,SORENTO DIESEL V 2WD,Diesel,2151,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,2021-02
2625,21_02_2625,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2626,21_02_2626,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2627,21_02_2627,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2628,21_02_2628,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2629,21_02_2629,LGV,HINO,300 SERIES XZC720R-WKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2630,21_02_2630,LGV,HINO,300 SERIES XZC720R-WKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2631,21_02_2631,LGV,KIA,SORENTO DIESEL V 2WD,Diesel,2151,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,2021-02
2632,21_02_2632,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2633,21_02_2633,LGV,PEUGEOT,EXPERT COMBI BLUEHDI 180 EAT8 L3,Diesel,1997,VAN,A,2.88,5,"> 150,000 and <= 300,000",2020,2021-02
2634,21_02_2634,LGV,MITSUBISHI FUSO,FEC71GR3SDAM,Diesel,2998,DROP SIDE PLATFORM,E,5.5,5,"> 300,000 and <= 500,000",2020,2021-02
2635,21_02_2635,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2636,21_02_2636,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2637,21_02_2637,LGV,KIA,K2500,Diesel,2497,PANTECHNICON(TL),E,3.24,2,"> 150,000 and <= 300,000",2020,2021-02
2638,21_02_2638,LGV,ISUZU,NPR75KJW-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,5,"> 300,000 and <= 500,000",2021,2021-02
2639,21_02_2639,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2640,21_02_2640,LGV,KIA,SORENTO DIESEL V 2WD,Diesel,2151,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,2021-02
2641,21_02_2641,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON(TL),E,3.5,2,"> 300,000 and <= 500,000",2020,2021-02
2642,21_02_2642,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2643,21_02_2643,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2020,2021-02
2644,21_02_2644,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2645,21_02_2645,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2646,21_02_2646,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2647,21_02_2647,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2648,21_02_2648,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2649,21_02_2649,LGV,KIA,K2500,Diesel,2497,PANTECHNICON,E,3.24,2,"> 150,000 and <= 300,000",2016,2021-02
2650,21_02_2650,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2651,21_02_2651,LGV,VOLKSWAGEN,TRANSPORTER R DSG,Diesel,1968,VAN,A,3.08,4,"> 300,000 and <= 500,000",2019,2021-02
2652,21_02_2652,LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,DROP SIDE PLATFORM,E,5.5,2,"> 300,000 and <= 500,000",2021,2021-02
2653,21_02_2653,LGV,HYUNDAI,H-1 M/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2021,2021-02
2654,21_02_2654,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2655,21_02_2655,LGV,MERCEDES BENZ,119BT L FL,Diesel,2143,VAN,A,3.1,4,"> 300,000 and <= 500,000",2020,2021-02
2656,21_02_2656,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2657,21_02_2657,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2658,21_02_2658,LGV,ISUZU,TFS87JD-VI-C-AT,Diesel,1898,PICK-UP,A,3.1,4,"> 150,000 and <= 300,000",2021,2021-02
2659,21_02_2659,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2660,21_02_2660,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2661,21_02_2661,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2662,21_02_2662,LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT,Diesel,2497,VAN,A,3.25,5,"> 150,000 and <= 300,000",2020,2021-02
2663,21_02_2663,LGV,JAC,HFC1063P71K1C7S,Diesel,3800,PANTECHNICON(TL),E,5.5,2,"> 150,000 and <= 300,000",2020,2021-02
2664,21_02_2664,LGV,MITSUBISHI FUSO,FEC71ER4SDAM,Diesel,2998,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,2021-02
2665,21_02_2665,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2666,21_02_2666,LGV,MERCEDES BENZ,116BT FL,Diesel,2143,VAN,A,3.05,5,"> 300,000 and <= 500,000",2020,2021-02
2667,21_02_2667,LGV,HINO,300 SERIES XZU605R-WKMMV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2668,21_02_2668,LGV,ISUZU,NHR87E-VI-C,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2021,2021-02
2669,21_02_2669,LGV,ISUZU,NPR75HH-VI-C,Diesel,5193,PANTECHNICON,E,5.5,2,"> 300,000 and <= 500,000",2020,2021-02
2670,21_02_2670,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
2671,21_02_2671,LGV,MERCEDES BENZ,116BT L FL,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2020,2021-02
2672,21_02_2672,LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2021,2021-02
